"X","indx","trigger1","trigger2","trigger3","context1","context2","context3","function1","function2","function3","content1","content2","content3","content4","time_start","time_end","duration","recur","singers_n","singers_age1","singers_age2","shape_type","appear_paint","appear_adorn","appear_cloth","appear_mask","appear_obj","restrict_sex","restrict_marry","restrict_grp1","restrict_grp2","audience_n","audience_age1","audience_age2","audience_sex","audience_marry","audience_grp1","audience_grp2","instrument_type1","instrument_type2","instrument_type3","text_duplicate","id_nhs","group"
1611,1611,"Humor","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Dance",".",".",".",".","Family (includes nuclear family, polygamy, adoption)",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".","Other group (incl. proper names)",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1612,1612,"Communication",".",".",".",".",".","Daily routine",".",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".","Solo listener",".",".",".",".",".",".",".",".",".",0,"NHS-C067",0
1614,1614,"Dance","Climate",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Dance",".",".",".",".","Weapons",".",".",".",".",".","<10 min","No recurrence","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".","Other group (incl. proper names)",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",1
1617,1617,".",".",".",".",".",".","Climate",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Male",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1619,1619,"Dance","Climate",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Dance",".","Climate",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".","Line (or row)",".",".",".",".",".","Male",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".","Idiophone",".",".",0,"NHS-C067",1
1620,1620,"Dance","Climate",".","Dance","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".","Climate",".",".","Climate","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Agriculture",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Male",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".","Idiophone","Membranophone",".",0,"NHS-C067",1
1621,1621,".",".",".",".",".",".",".",".",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Aerophone","Idiophone",".",0,"NHS-C067",1
1622,1622,"Dance","Climate",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Dance",".","Climate",".",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)","Climate","Water and thirst",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Male",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",1
1624,1624,".",".",".","Spectacles",".",".",".",".",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)",".",".","Semicircle",".","Head/face & shoulders",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Idiophone",".",".",0,"NHS-C067",1
1627,1627,"Annual cycle","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Elder",".",".",".",".",".",".",".","Male",".","Elders",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1628,1628,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Male",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1629,1629,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Male",".",".",".",".",".",".",".",".",".",".","Idiophone",".",".",0,"NHS-C067",1
1630,1630,"Food processing (includes food preparation, storage, and preservation)",".",".","Food processing (includes food preparation, storage, and preservation)",".",".",".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".","Evening (1900 to 2200)","Evening (1900 to 2200)",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","2-5 listeners","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",0
1631,1631,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Dance",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".","Line (or row)",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1632,1632,".",".",".","Dance","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".","Morning (0700 to 1000)","Morning (0700 to 1000)",">10 hours","No recurrence","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",1
1633,1633,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".","Evening (1900 to 2200)","Evening (1900 to 2200)",".",".","Multiple singers (number unknown)",".",".",".",".",".","Unspecified location",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",1
1634,1634,"Food processing (includes food preparation, storage, and preservation)",".",".",".",".",".",".",".",".",".",".",".",".","Evening (1900 to 2200)","Evening (1900 to 2200)",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".","2-5 listeners","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",0
1635,1635,".",".",".","Dance","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".","Evening (1900 to 2200)","Evening (1900 to 2200)",".",".","Multiple singers (number unknown)",".",".",".",".",".","Unspecified location",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1636,1636,"Puberty and initiation",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1637,1637,"War","Sickness, medical care, and shamans",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".","Sickness, medical care, and shamans",".",".",".",".",".",".",".",".",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C067",0
1638,1638,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".","Semicircle",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1639,1639,"Puberty and initiation",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".","Puberty and initiation",".",".",".",".",".",".","Afternoon (1400 to 1700)","Afternoon (1400 to 1700)","1-10 hours","No recurrence","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".","Membranophone",".",".",0,"NHS-C067",1
1641,1641,"Puberty and initiation",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".","Puberty and initiation",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".","Leaders","Other group (incl. proper names)",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1642,1642,"War",".",".",".",".",".",".",".",".","Death (burials, funerals, mourning)","Socialization and education","Sleeping","Personality traits",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1643,1643,"War","Death (burials, funerals, mourning)",".","War",".",".",".",".",".",".",".",".",".",".",".",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",0
1644,1644,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".","Entire body","Head/face & shoulders","Butt & groin",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1645,1645,".",".",".",".",".",".",".",".",".","War",".",".",".",".",".",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C067",0
1646,1646,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Human Biology",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Female",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1647,1647,".",".",".","Spectacles",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",1
1648,1648,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".","Semicircle",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1649,1649,"Labor",".",".","Food processing (includes food preparation, storage, and preservation)",".",".","Drives and emotions",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1650,1650,"Agriculture","Dance",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Travel and transportation",".",".",".",".",".",".",".",".","Morning (0700 to 1000)","Morning (0700 to 1000)","1-10 hours","No recurrence","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",0
1651,1651,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Agriculture",".",".",".",".",".",".",".","Multiple singers (number unknown)","Child",".",".",".","Head/face & shoulders","Limbs (incl. hands/feet)","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1652,1652,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Drama",".",".",".",".",".",".",".",".",".",".",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",0
1653,1653,"Communication",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".","Line (or row)","Entire body","Head/face & shoulders","Butt & groin",".",".",".",".",".",".",".",".",".",".",".",".",".","Idiophone",".",".",0,"NHS-C067",1
1654,1654,"Processing of basic materials (such as bone, horn, shell, woodworking ceramic, metallurgy)",".",".",".",".",".",".",".",".",".",".",".",".","Morning (0700 to 1000)","Morning (0700 to 1000)","1-10 hours","No recurrence","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1655,1655,".",".",".",".",".",".","Dance",".",".",".",".",".",".","Afternoon (1400 to 1700)","Afternoon (1400 to 1700)",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","2-5 listeners","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",0
1656,1656,"Dance",".",".","Dance",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".","Line (or row)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Membranophone",".",".",0,"NHS-C067",1
1657,1657,"Dance",".",".",".",".",".",".",".",".","Ingroup antagonisms",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult","Child",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1658,1658,".",".",".","Dance",".",".",".",".",".","Human Biology","Drives and emotions",".",".",".",".",".",".","Multiple singers (number unknown)","Adult","Child",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1660,1660,"Daily routine",".",".",".",".",".",".",".",".",".",".",".",".","Morning (0700 to 1000)","Morning (0700 to 1000)",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult","Child","Both sexes","Both married & unmarried","Adults","Children (general, includes ""boys"" or ""girls"")",".",".",".",0,"NHS-C067",0
1661,1661,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".","Afternoon (1400 to 1700)","Afternoon (1400 to 1700)",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",1
1662,1662,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1663,1663,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1664,1664,"Status, role, and prestige",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C067",0
1665,1665,"Socialization and education",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1666,1666,".",".",".","Dance",".",".",".",".",".",".",".",".",".","Evening (1900 to 2200)","Evening (1900 to 2200)",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1668,1668,"Food consumption",".",".",".",".",".",".",".",".",".",".",".",".","Evening (1900 to 2200)","Evening (1900 to 2200)",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".","Membranophone",".",".",0,"NHS-C067",0
1669,1669,".",".",".","Dance","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",1
1671,1671,"Travel and transportation",".",".",".",".",".",".",".",".","Interpersonal relations (includes love)",".",".",".",".",".",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".","2-5 listeners","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",0
1673,1673,"Processing of basic materials (such as bone, horn, shell, woodworking ceramic, metallurgy)",".",".","Processing of basic materials (such as bone, horn, shell, woodworking ceramic, metallurgy)",".",".","Socialization and education",".",".",".",".",".",".",".",".",".",".","6-10 singers","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1674,1674,"Food consumption",".",".",".",".",".","Ingroup antagonisms","Gender roles and issues",".","Personality traits","Ingroup antagonisms",".",".","Evening (1900 to 2200)","Evening (1900 to 2200)",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Membranophone",".",".",0,"NHS-C067",1
1675,1675,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Sex (not extramarital)","Human Biology","Interpersonal relations (includes love)","Gender roles and issues",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1676,1676,"Dance",".",".","Dance","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".","Evening (1900 to 2200)","Evening (1900 to 2200)",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",1
1677,1677,"Dance",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Dance",".",".",".",".","Ingroup antagonisms","Family (includes nuclear family, polygamy, adoption)","Interpersonal relations (includes love)",".","Evening (1900 to 2200)","Evening (1900 to 2200)",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".","Membranophone",".",".",0,"NHS-C067",0
1678,1678,".",".",".","Dance","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".","Evening (1900 to 2200)","Evening (1900 to 2200)",".",".","Multiple singers (number unknown)","Adult",".",".","Entire body","Head/face & shoulders","Butt & groin",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",1
1679,1679,"Agriculture",".",".","Dance","Spectacles",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".","Unspecified location",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",1
1680,1680,"Agriculture",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Dance","Socialization and education",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".","Idiophone",".",".",0,"NHS-C067",1
1682,1682,"Agriculture",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Dance","Socialization and education",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",1
1683,1683,"Agriculture",".",".","Socialization and education",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".","Butt & groin",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1684,1684,"Agriculture",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Dance",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C067",1
1685,1685,"Food processing (includes food preparation, storage, and preservation)","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Aerophone",".",".",0,"NHS-C067",0
1686,1686,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1687,1687,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".","Midday (1000 to 1400)","Midday (1000 to 1400)",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1688,1688,"Intra-community relations",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".","Male",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1689,1689,"Food consumption","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".","Idiophone",".",".",0,"NHS-C067",1
1690,1690,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Food processing (includes food preparation, storage, and preservation)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1691,1691,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1692,1692,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1694,1694,".",".",".",".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C067",0
1695,1695,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".","Idiophone",".",".",0,"NHS-C067",1
1696,1696,".",".",".",".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1697,1697,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C067",0
1698,1698,".",".",".",".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C067",0
1699,1699,".",".",".",".",".",".",".",".",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1704,1704,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".","Aerophone",".",".",0,"NHS-C067",1
1706,1706,"Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".","Idiophone",".",".",0,"NHS-C067",1
1711,1711,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".","Idiophone",".",".",0,"NHS-C067",1
1714,1714,"Daily routine",".",".",".",".",".",".",".",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)","Adult",".","Circle",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1715,1715,"Settlements","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1718,1718,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1722,1722,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Female",".","Other group (incl. proper names)",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1724,1724,"Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".",".",".",".",".",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1725,1725,"Food processing (includes food preparation, storage, and preservation)","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".","Navigation",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1726,1726,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1728,1728,".",".",".",".",".",".",".",".",".","Navigation",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
1729,1729,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C067",1
